word1	word2	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)	context1	context2
belly	abdomen	N	8.13	4.8	4.7	4	0.13	0	1.53	The word 'belly' is often used in phrases such as 'The belly solution' or 'The belly idea.'	The word 'abdomen' is often used in phrases such as 'The abdomen method' or 'The abdomen approach.'
guy	girl	N	3.33	4.68	4.85	4	0.13	0	1.9	The word 'guy' is often used in phrases such as 'The guy solution' or 'The guy idea.'	The word 'girl' is often used in phrases such as 'The girl method' or 'The girl approach.'
bed	chair	N	3.5	5.0	4.58	4	0.13	0	1.26	The word 'bed' is often used in phrases such as 'The bed solution' or 'The bed idea.'	The word 'chair' is often used in phrases such as 'The chair method' or 'The chair approach.'
clothes	jacket	N	5.15	4.76	4.86	4	0.13	0	0.74	The word 'clothes' is often used in phrases such as 'The clothes solution' or 'The clothes idea.'	The word 'jacket' is often used in phrases such as 'The jacket method' or 'The jacket approach.'
gun	knife	N	3.65	4.83	4.9	4	0.13	0	1.03	The word 'gun' is often used in phrases such as 'The gun solution' or 'The gun idea.'	The word 'knife' is often used in phrases such as 'The knife method' or 'The knife approach.'
tin	metal	N	5.63	4.87	4.87	4	0.13	0	1.15	The word 'tin' is often used in phrases such as 'The tin solution' or 'The tin idea.'	The word 'metal' is often used in phrases such as 'The metal method' or 'The metal approach.'
bottle	container	N	7.93	4.91	4.85	4	0.13	0	1.38	The word 'bottle' is often used in phrases such as 'The bottle solution' or 'The bottle idea.'	The word 'container' is often used in phrases such as 'The container method' or 'The container approach.'
hen	turkey	N	6.13	4.9	4.89	4	0.13	0	1.6	The word 'hen' is often used in phrases such as 'The hen solution' or 'The hen idea.'	The word 'turkey' is often used in phrases such as 'The turkey method' or 'The turkey approach.'
meat	bread	N	1.67	4.9	4.92	4	0.13	0	1.62	The word 'meat' is often used in phrases such as 'The meat solution' or 'The meat idea.'	The word 'bread' is often used in phrases such as 'The bread method' or 'The bread approach.'
arm	bone	N	3.83	4.96	4.9	4	0.13	0	1.94	The word 'arm' is often used in phrases such as 'The arm solution' or 'The arm idea.'	The word 'bone' is often used in phrases such as 'The bone method' or 'The bone approach.'
neck	spine	N	5.32	5.0	4.88	4	0.13	0	1.16	The word 'neck' is often used in phrases such as 'The neck solution' or 'The neck idea.'	The word 'spine' is often used in phrases such as 'The spine method' or 'The spine approach.'
apple	lemon	N	4.05	5.0	5.0	4	0.13	0	1.58	The word 'apple' is often used in phrases such as 'The apple solution' or 'The apple idea.'	The word 'lemon' is often used in phrases such as 'The lemon method' or 'The lemon approach.'
agony	grief	N	7.63	2.38	2.7	1	0.12	0	1.94	The word 'agony' is often used in phrases such as 'The agony solution' or 'The agony idea.'	The word 'grief' is often used in phrases such as 'The grief method' or 'The grief approach.'
assignment	task	N	8.7	3.86	2.84	2	0.12	0	1.37	The word 'assignment' is often used in phrases such as 'The assignment solution' or 'The assignment idea.'	The word 'task' is often used in phrases such as 'The task method' or 'The task approach.'
night	dawn	N	2.95	4.52	4.46	3	0.12	0	1.53	The word 'night' is often used in phrases such as 'The night solution' or 'The night idea.'	The word 'dawn' is often used in phrases such as 'The dawn method' or 'The dawn approach.'
dinner	soup	N	3.72	4.5	4.72	3	0.12	0	1.89	The word 'dinner' is often used in phrases such as 'The dinner solution' or 'The dinner idea.'	The word 'soup' is often used in phrases such as 'The soup method' or 'The soup approach.'
calf	bull	N	4.93	4.48	4.85	3	0.12	0	1.67	The word 'calf' is often used in phrases such as 'The calf solution' or 'The calf idea.'	The word 'bull' is often used in phrases such as 'The bull method' or 'The bull approach.'
snow	storm	N	4.8	4.85	4.7	4	0.12	0	0.88	The word 'snow' is often used in phrases such as 'The snow solution' or 'The snow idea.'	The word 'storm' is often used in phrases such as 'The storm method' or 'The storm approach.'
nail	hand	N	3.42	4.93	4.72	4	0.12	0	1.14	The word 'nail' is often used in phrases such as 'The nail solution' or 'The nail idea.'	The word 'hand' is often used in phrases such as 'The hand method' or 'The hand approach.'
dog	horse	N	2.38	4.85	5.0	4	0.12	0	1.39	The word 'dog' is often used in phrases such as 'The dog solution' or 'The dog idea.'	The word 'horse' is often used in phrases such as 'The horse method' or 'The horse approach.'
arm	neck	N	1.58	4.96	5.0	4	0.12	0	0.72	The word 'arm' is often used in phrases such as 'The arm solution' or 'The arm idea.'	The word 'neck' is often used in phrases such as 'The neck method' or 'The neck approach.'
ball	glove	N	1.75	5.0	4.97	4	0.12	0	1.27	The word 'ball' is often used in phrases such as 'The ball solution' or 'The ball idea.'	The word 'glove' is often used in phrases such as 'The glove method' or 'The glove approach.'
flu	fever	N	6.08	3.65	3.27	2	0.11	0	1.58	The word 'flu' is often used in phrases such as 'The flu solution' or 'The flu idea.'	The word 'fever' is often used in phrases such as 'The fever method' or 'The fever approach.'
fee	salary	N	3.72	3.89	3.69	3	0.11	0	1.26	The word 'fee' is often used in phrases such as 'The fee solution' or 'The fee idea.'	The word 'salary' is often used in phrases such as 'The salary method' or 'The salary approach.'
nerve	brain	N	3.88	3.89	4.69	3	0.11	0	1.74	The word 'nerve' is often used in phrases such as 'The nerve solution' or 'The nerve idea.'	The word 'brain' is often used in phrases such as 'The brain method' or 'The brain approach.'
beast	animal	N	7.83	4.63	4.61	3	0.11	0	1.64	The word 'beast' is often used in phrases such as 'The beast solution' or 'The beast idea.'	The word 'animal' is often used in phrases such as 'The animal method' or 'The animal approach.'
dinner	chicken	N	2.85	4.5	4.8	3	0.11	0	1.5	The word 'dinner' is often used in phrases such as 'The dinner solution' or 'The dinner idea.'	The word 'chicken' is often used in phrases such as 'The chicken method' or 'The chicken approach.'
girl	maid	N	2.93	4.85	4.64	4	0.11	0	0.9	The word 'girl' is often used in phrases such as 'The girl solution' or 'The girl idea.'	The word 'maid' is often used in phrases such as 'The maid method' or 'The maid approach.'
child	boy	N	5.75	4.78	4.76	4	0.11	0	1.82	The word 'child' is often used in phrases such as 'The child solution' or 'The child idea.'	The word 'boy' is often used in phrases such as 'The boy method' or 'The boy approach.'
alcohol	wine	N	7.42	4.76	4.79	4	0.11	0	1.53	The word 'alcohol' is often used in phrases such as 'The alcohol solution' or 'The alcohol idea.'	The word 'wine' is often used in phrases such as 'The wine method' or 'The wine approach.'
nose	mouth	N	3.73	4.89	4.74	4	0.11	0	1.5	The word 'nose' is often used in phrases such as 'The nose solution' or 'The nose idea.'	The word 'mouth' is often used in phrases such as 'The mouth method' or 'The mouth approach.'
street	car	N	2.38	4.75	4.89	4	0.11	0	1.16	The word 'street' is often used in phrases such as 'The street solution' or 'The street idea.'	The word 'car' is often used in phrases such as 'The car method' or 'The car approach.'
bell	door	N	2.2	4.96	4.81	4	0.11	0	1.46	The word 'bell' is often used in phrases such as 'The bell solution' or 'The bell idea.'	The word 'door' is often used in phrases such as 'The door method' or 'The door approach.'
box	hat	N	1.3	4.9	4.88	4	0.11	0	1.15	The word 'box' is often used in phrases such as 'The box solution' or 'The box idea.'	The word 'hat' is often used in phrases such as 'The hat method' or 'The hat approach.'
belief	impression	N	5.95	1.19	2.23	1	0.1	0	0.72	The word 'belief' is often used in phrases such as 'The belief solution' or 'The belief idea.'	The word 'impression' is often used in phrases such as 'The impression method' or 'The impression approach.'
bias	opinion	N	5.6	1.68	1.93	1	0.1	0	1.16	The word 'bias' is often used in phrases such as 'The bias solution' or 'The bias idea.'	The word 'opinion' is often used in phrases such as 'The opinion method' or 'The opinion approach.'
attention	awareness	N	8.73	2.3	1.84	1	0.1	0	1.64	The word 'attention' is often used in phrases such as 'The attention solution' or 'The attention idea.'	The word 'awareness' is often used in phrases such as 'The awareness method' or 'The awareness approach.'
anger	mood	N	4.1	2.41	1.75	1	0.1	0	1.87	The word 'anger' is often used in phrases such as 'The anger solution' or 'The anger idea.'	The word 'mood' is often used in phrases such as 'The mood method' or 'The mood approach.'
elegance	style	N	5.72	2.18	2.67	1	0.1	0	1.76	The word 'elegance' is often used in phrases such as 'The elegance solution' or 'The elegance idea.'	The word 'style' is often used in phrases such as 'The style method' or 'The style approach.'
beauty	age	N	1.58	2.93	2.86	2	0.1	0	1.54	The word 'beauty' is often used in phrases such as 'The beauty solution' or 'The beauty idea.'	The word 'age' is often used in phrases such as 'The age method' or 'The age approach.'
book	theme	N	2.58	4.9	2.72	3	0.1	0	0.81	The word 'book' is often used in phrases such as 'The book solution' or 'The book idea.'	The word 'theme' is often used in phrases such as 'The theme method' or 'The theme approach.'
friend	mother	N	2.53	3.07	4.6	3	0.1	0	1.54	The word 'friend' is often used in phrases such as 'The friend solution' or 'The friend idea.'	The word 'mother' is often used in phrases such as 'The mother method' or 'The mother approach.'
vitamin	iron	N	5.55	4.48	4.59	3	0.1	0	1.14	The word 'vitamin' is often used in phrases such as 'The vitamin solution' or 'The vitamin idea.'	The word 'iron' is often used in phrases such as 'The iron method' or 'The iron approach.'
car	factory	N	2.75	4.89	4.76	4	0.1	0	1.43	The word 'car' is often used in phrases such as 'The car solution' or 'The car idea.'	The word 'factory' is often used in phrases such as 'The factory method' or 'The factory approach.'
pact	condition	N	2.45	2.52	2.15	1	0.0	0	1.59	The word 'pact' is often used in phrases such as 'The pact solution' or 'The pact idea.'	The word 'condition' is often used in phrases such as 'The condition method' or 'The condition approach.'
chapter	choice	N	0.48	3.43	1.9	2	0.0	0	0.86	The word 'chapter' is often used in phrases such as 'The chapter solution' or 'The chapter idea.'	The word 'choice' is often used in phrases such as 'The choice method' or 'The choice approach.'
arithmetic	rhythm	N	2.35	2.74	3.07	2	0.0	0	2.08	The word 'arithmetic' is often used in phrases such as 'The arithmetic solution' or 'The arithmetic idea.'	The word 'rhythm' is often used in phrases such as 'The rhythm method' or 'The rhythm approach.'
winner	presence	N	1.08	3.21	2.72	2	0.0	0	1.12	The word 'winner' is often used in phrases such as 'The winner solution' or 'The winner idea.'	The word 'presence' is often used in phrases such as 'The presence method' or 'The presence approach.'
belief	flower	N	0.4	1.19	5.0	2	0.0	0	1.19	The word 'belief' is often used in phrases such as 'The belief solution' or 'The belief idea.'	The word 'flower' is often used in phrases such as 'The flower method' or 'The flower approach.'
winner	goal	N	3.23	3.21	3.06	2	0.0	0	1.67	The word 'winner' is often used in phrases such as 'The winner solution' or 'The winner idea.'	The word 'goal' is often used in phrases such as 'The goal method' or 'The goal approach.'
trick	size	N	0.48	3.36	3.13	2	0.0	0	0.59	The word 'trick' is often used in phrases such as 'The trick solution' or 'The trick idea.'	The word 'size' is often used in phrases such as 'The size method' or 'The size approach.'
choice	vein	N	0.98	1.9	4.63	2	0.0	0	1.11	The word 'choice' is often used in phrases such as 'The choice solution' or 'The choice idea.'	The word 'vein' is often used in phrases such as 'The vein method' or 'The vein approach.'
hymn	conquest	N	0.68	4.04	2.54	2	0.0	0	0.88	The word 'hymn' is often used in phrases such as 'The hymn solution' or 'The hymn idea.'	The word 'conquest' is often used in phrases such as 'The conquest method' or 'The conquest approach.'
endurance	band	N	0.4	2.0	4.68	2	0.0	0	0.44	The word 'endurance' is often used in phrases such as 'The endurance solution' or 'The endurance idea.'	The word 'band' is often used in phrases such as 'The band method' or 'The band approach.'
jail	choice	N	1.08	4.83	1.9	2	0.0	0	1.08	The word 'jail' is often used in phrases such as 'The jail solution' or 'The jail idea.'	The word 'choice' is often used in phrases such as 'The choice method' or 'The choice approach.'
condition	boy	N	0.48	2.15	4.76	2	0.0	0	0.8	The word 'condition' is often used in phrases such as 'The condition solution' or 'The condition idea.'	The word 'boy' is often used in phrases such as 'The boy method' or 'The boy approach.'
flower	endurance	N	0.4	5.0	2.0	2	0.0	0	1.7	The word 'flower' is often used in phrases such as 'The flower solution' or 'The flower idea.'	The word 'endurance' is often used in phrases such as 'The endurance method' or 'The endurance approach.'
hole	agreement	N	0.3	4.81	2.22	2	0.0	0	1.72	The word 'hole' is often used in phrases such as 'The hole solution' or 'The hole idea.'	The word 'agreement' is often used in phrases such as 'The agreement method' or 'The agreement approach.'
